FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
S16A0393,台橡股份有限公司岡山廠,2016年第2季,1.81,公噸,0,公噸,0,公噸,0,公噸,完成核算
S16A0393,台橡股份有限公司岡山廠,2016年第1季,1.233,公噸,0,公噸,0,公噸,0,公噸,完成核算
R10A0419,鉅全工業股份有限公司,2016年第2季,2.47,公噸,0,公噸,0,公噸,0,公噸,完成核算
R10A0419,鉅全工業股份有限公司,2016年第1季,2.42,公噸,0,公噸,0,公噸,0,公噸,完成核算
R1007364,政義實業股份有限公司,2016年第2季,1.259,公噸,0,公噸,0,公噸,0,公噸,完成核算
R1007364,政義實業股份有限公司,2016年第1季,0.755,公噸,0,公噸,0,公噸,0,公噸,完成核算
P47A0559,台環資源科技有限公司,2016年第2季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
P47A0559,台環資源科技有限公司,2016年第1季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算
P46A8053,財團法人紡織產業綜合研究所,2016年第2季,0,公噸,0,公噸,0,公噸,0.04,公噸,核算確認中
P46A8053,財團法人紡織產業綜合研究所,2016年第1季,0.009,公噸,0,公噸,0,公噸,0.034,公噸,完成核算
P46A2847,泓實工業股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
L91A1845,亞東工業氣體股份有限公司台中分公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
L91A1845,亞東工業氣體股份有限公司台中分公司,2016年第1季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
K73A0986,年興紡織股份有限公司二廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
H5205238,香港商蘋果日報出版發展有限公司台灣分公司新屋印刷廠,2016年第1季,7.218,公噸,0,公噸,0,公噸,0,公噸,完成核算
H51A9588,立盈環保科技股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.037,公噸,完成核算
H51A9588,立盈環保科技股份有限公司,2016年第1季,0,公噸,0,公噸,0,公噸,0.026,公噸,完成核算
H50A7913,偉普橡膠股份有限公司,2016年第2季,0.203,公噸,0,公噸,0,公噸,0.006,公噸,完成核算
H4810299,榮全化工機械有限公司,2016年第2季,0.066,公噸,0,公噸,0,公噸,0,公噸,完成核算
H47B1369,恆達汽車零件有限公司,2016年第2季,4.777,公噸,0,公噸,0,公噸,0,公噸,完成核算
H47B1369,恆達汽車零件有限公司,2016年第1季,3.142,公噸,0,公噸,0,公噸,0,公噸,完成核算
H47B1230,鑫恆工業股份有限公司,2016年第2季,1.073,公噸,0,公噸,0,公噸,0,公噸,完成核算
H47B1230,鑫恆工業股份有限公司,2016年第1季,0.866,公噸,0,公噸,0,公噸,0,公噸,完成核算
H46B2778,進發纖維股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
H46B2778,進發纖維股份有限公司,2016年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
H46B2689,偉斯企業股份有限公司,2016年第2季,0.365,公噸,0,公噸,0,公噸,0,公噸,完成核算
