105	11~12	小葉菜類	油菜	白克列Boscalid 0.06 (不符使用規定)、毆殺斯Oxadixyl 0.02 (不符使用規定)	高雄市政府衛生局	鳳甲國中/高雄市鳳山區輜汽路300號	
105	11~12	小葉菜類	青江菜	克凡派Chlorfenapyr 1.18 (1.0)	高雄市政府衛生局	愛國百貨股份有限公司新富分公司/高雄市鳳山區武營路301號	
105	11~12	小葉菜類	地瓜葉	普拔克Propamocarb hydrochloride 0.12 (不符使用規定)	臺北市政府衛生局	臺北市內湖區碧湖國民小學/臺北市內湖區金龍路100號	
105	11~12	小葉菜類	白莧菜	百克敏Pyraclostrobin 0.38 (不符使用規定)、祿芬隆Lufenuron 7.76 (1.0)、四氯異苯腈Chlorothalonil 11.78 (2.0)	新竹縣衛生局	惠康百貨嘉豐分公司/新竹縣竹北市六家五路一段133號	
105	11~12	小葉菜類	青蔥	愛殺松Ethion 0.05 (不得檢出)	新北市政府衛生局	全聯福利社汐止忠孝店/ 新北市汐止區忠孝東路429號	
105	11~12	小葉菜類	油菜	賽滅寧Cypermethrin 3.22 (2.0)	臺北市政府衛生局	家禾健康美食館(國立臺北護理健康大學)/臺北市北投區明德路365號	
105	11~12	果菜類	紅辣椒	賓克隆Pencycuron 0.08 (不符使用規定)	基隆市衛生局	罌粟花庭園複合式火鍋料理(愛麗絲小吃店)/ 基隆市仁愛區愛六路4號	
105	11~12	果菜類	紅辣椒	待克利Difenoconazole 0.6 (0.5)、撲克拉Prochloraz 0.04 (不符使用規定)	基隆市衛生局	美華軒企業有限公司(千葉火鍋)/ 基隆市仁愛區仁一路281號	
105	11~12	果菜類	紅辣椒	待克利Difenoconazole 1.2 (0.5)	臺北市政府衛生局	全聯實業股份有限公司臺北關渡分公司/臺北市北投區中央北路4段532號B1	
105	11~12	果菜類	茄子	賓克隆Pencycuron 0.12 (不符使用規定)	臺中市政府衛生局	全聯實業股份限公司頭家分公司/臺中市潭子區頭家村中山路1段225巷6號、8號1樓	
105	11~12	豆菜類	敏豆	滅達樂Metalaxyl 0.05 (不得檢出) 	桃園市政府衛生局	阿潭的店/桃園市中壢區中山東路3段88號	
105	11~12	豆菜類	甜豆	凡殺同Famoxadone 0.11 (不符使用規定)、撲克拉Prochloraz 0.08 (不符使用規定)	金門縣衛生局	樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號	
105	11~12	豆菜類	甜豌豆	達克利Diniconazole 0.05 (不得檢出)、芬克座Fenbuconazole 0.04 (不符使用規定)、邁克尼Myclobutanil 0.02 (不符使用規定)、普克利Propiconazole 0.04 (不符使用規定)、四克利Tetraconazole 0.03 (不符使用規定)	金門縣衛生局	金門縣農會特產中心/金門縣金城鎮民生路6號	
105	11~12	豆菜類	豌豆莢	貝芬替Carbendazim 1.03 (0.5)、護矽得Flusilazole 0.03 (不得檢出)、普克利Propiconazole 0.07 (不符使用規定)	金門縣衛生局	金門縣農會特產中心/金門縣金城鎮民生路6號	
105	11~12	豆菜類	甜豆	歐滅松Omethoate 0.06 (不得檢出)	嘉義縣衛生局	嘉新果菜行/嘉義縣太保市中山路二段1號旁鐵皮建築	
105	11~12	豆菜類	荷蘭豆	撲克拉Prochloraz 0.35 (不符使用規定)	嘉義縣衛生局	嘉新果菜行/嘉義縣太保市中山路二段1號旁鐵皮建築	
105	11~12	豆菜類	菜豆	四克利Tetraconazole 1.21 (不符使用規定)、芬普尼Fipronil 0.07 (不符使用規定)、毆蟎多Propargite 0.01 (不得檢出)	基隆市衛生局	蔬果攤/基隆市安樂區樂一路014號前	
105	11~12	豆菜類	進口甜豆	撲克拉Prochloraz 0.05 (不符使用規定)、凡殺同Famoxadone 0.12 (不符使用規定)、普克利Propiconazole 0.05 (不符使用規定)	基隆市衛生局	頂好超市樂利分店/基隆市安樂區樂利二街062巷223號、224號、225號	
105	11~12	豆菜類	豌豆莢	撲克拉Prochloraz 0.11 (不符使用規定)、得克利Tebuconazole 0.09 (不符使用規定)	臺南市政府衛生局	聯合生鮮超市(友順商行)/ 臺南市學甲區建國路59號	
105	11~12	豆菜類	甜豌豆	凡殺同Famoxadone 0.11 (不符使用規定)、得克利Tebuconazole 0.18 (不符使用規定)	臺南市政府衛生局	聯合生鮮超市(友順商行)/ 臺南市學甲區建國路59號	
105	11~12	豆菜類	敏豆	可尼丁Clothianidin 0.06 (0.02)、得克利Tebuconazole 0.17 (不符使用規定)	臺南市政府衛生局	聯合生鮮超市(友順商行)/ 臺南市學甲區建國路59號	
105	11~12	豆菜類	甜豆	凡殺同Famoxadone 0.05 (不符使用規定)、毆殺松Acephate 0.01 (不得檢出)、達克利Diniconazole 0.10 (不得檢出)、毆殺斯Oxadixyl 0.05 (不符使用規定)、普克利Propiconazole 0.25 (不符使用規定)	臺北市政府衛生局	明輝蔬菜行/臺北市中山區龍江路370巷53號	
105	11~12	豆菜類	豆菜(菜豆)	可尼丁Clothianidin 0.03 (0.02)、賽速安Thiamethoxam 0.08 (0.02)	臺中市政府衛生局	臺糖量販西屯店/臺中市西屯區臺灣大道四段1086號	
105	11~12	大漿果類	百香果	達滅芬Dimethomorph 0.03 (不符使用規定)	桃園市政府衛生局	一牛車鮮果王/桃園市桃園區力行路70號	
105	11~12	大漿果類	百香果	凡殺同Famoxadone 0.04 (不符使用規定)、芬諾克Fenoxycarb 0.04 (不符使用規定)、納乃得Methomyl 0.09 (不得檢出)	臺北市政府衛生局	全聯實業股份有限公司內湖南湖分公司/臺北市內湖區東湖路33巷19號地下一層	
105	11~12	大漿果類	百香果	凡殺同Famoxadone 0.04 (不符使用規定)	臺北市政府衛生局	福冠團膳有限公司/臺北市內湖區內湖路1段91巷18號及20號	
105	11~12	大漿果類	泰國金枕頭榴槤	亞托敏Azoxystrobin 0.02 (不符使用規定)、撲克拉Prochloraz 0.04 (不符使用規定)	臺北市政府衛生局	承大水果店/臺北市士林區承德路4段237號旁	
105	11~12	豆菜類	甜豆	凡殺同Famoxadone 0.19 (不符使用規定)、護矽得Flusilazole 0.12 (不得檢出)、達克利Diniconazole 0.15 (不得檢出)、芬克座Fenbuconazole 0.07 (不符使用規定)	臺中市政府衛生局	菜攤(負責人:吳鎮宏)/ 臺中市東區建國市場D637攤	
105	11~12	梨果類	紅棗	得克利Tebuconazole 0.55 (不符使用規定)	苗栗縣衛生局	鍾媽媽農產品/苗栗縣苗栗市水源里7鄰水源15-2號	
105	11~12	柑桔類	香吉士	依滅列Imazalil 2.16 (2.0)	金門縣衛生局	有限責任金門縣政府暨所屬機關學校聯合員工消費合作社/金門縣金寧鄉伯玉路1段232-4號	
105	11~12	柑桔類	柳丁	菲克利Hexaconazole 0.03 (不符使用規定)	澎湖縣政府衛生局	德興青果行/澎湖縣馬公市大勇街33號	
105	11~12	香辛植物及其他草木本植物	香菜	施得圃Pendimethalin 0.03 (不符使用規定)	苗栗縣衛生局	開泓百貨精品行/苗栗縣銅鑼鄉銅鑼村中正路73-1號1樓	
