SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,79,懸浮微粒,普通,5,0.49,49,126,39,14,6.2,47,4,15.86,1.45,2017-02-10 16:00
三重,新北市,70,懸浮微粒,普通,4.3,1.24,,104,52,55,,,5,145.54,90.95,2017-02-10 16:00
三義,苗栗縣,54,懸浮微粒,普通,2.6,0.42,45,66,35,8.7,6.4,46,4,10.76,2.08,2017-02-10 16:00
土城,新北市,60,懸浮微粒,普通,2.9,0.5,50,75,46,14,1.5,210,4,15.51,1.42,2017-02-10 16:00
士林,臺北市,60,懸浮微粒,普通,3,0.43,55,73,39,9.2,3.7,48,4,10.41,1.26,2017-02-10 16:00
大同,臺北市,69,懸浮微粒,普通,2.7,0.78,,95,40,28,,,4,48.68,20.26,2017-02-10 16:00
大里,臺中市,60,懸浮微粒,普通,3.8,0.5,37,80,32,21,2.8,25,4,23.59,2.87,2017-02-10 16:00
大園,桃園市,68,懸浮微粒,普通,3.9,0.43,53,98,49,,7,49,5,,,2017-02-10 16:00
大寮,高雄市,67,懸浮微粒,普通,7.7,0.57,35,85,36,32,1.9,295,4,35.92,3.43,2017-02-10 16:00
小港,高雄市,0,,,7.7,0.54,39,85,49,35,2.3,284,,37.77,2.95,2017-02-10 16:00
中山,臺北市,62,懸浮微粒,普通,2,0.59,41,73,48,24,1.7,149,4,28.77,4.91,2017-02-10 16:00
中壢,桃園市,65,懸浮微粒,普通,3.9,0.71,35,108,54,33,1.5,108,6,45.39,12.59,2017-02-10 16:00
仁武,高雄市,62,懸浮微粒,普通,5.3,0.71,35,81,63,38,1.8,303,5,41.91,3.45,2017-02-10 16:00
斗六,雲林縣,65,懸浮微粒,普通,4.7,0.47,45,90,57,18,4.7,46,6,19.87,1.65,2017-02-10 16:00
冬山,宜蘭縣,62,懸浮微粒,普通,1.6,0.48,35,84,37,24,2.3,325,3,31.28,7.08,2017-02-10 16:00
古亭,臺北市,52,懸浮微粒,普通,2.5,0.48,47,59,48,18,2.4,63,5,21.1,2.83,2017-02-10 16:00
左營,高雄市,76,懸浮微粒,普通,6.4,0.6,51,109,62,27,2.3,318,8,28.92,1.79,2017-02-10 16:00
平鎮,桃園市,62,懸浮微粒,普通,3,0.48,50,89,44,15,5.6,44,5,17.44,2.67,2017-02-10 16:00
永和,新北市,58,懸浮微粒,普通,2.3,0.67,45,71,44,22,2.6,87,5,29.68,7.93,2017-02-10 15:00
安南,臺南市,74,懸浮微粒,普通,3.7,0.45,56,131,55,15,4.2,308,5,15.58,.93,2017-02-10 16:00
朴子,嘉義縣,90,懸浮微粒,普通,3.7,0.51,55,167,47,14,3.3,191,5,15.73,1.48,2017-02-10 16:00
汐止,新北市,56,懸浮微粒,普通,1.9,0.44,55,66,45,10,2.5,55,4,12.08,2.02,2017-02-10 16:00
竹山,南投縣,63,懸浮微粒,普通,3.9,0.46,55,88,58,14,2.5,295,6,15.21,.87,2017-02-10 16:00
竹東,新竹縣,60,懸浮微粒,普通,3.5,0.42,47,76,39,10,4.2,51,4,12.25,2.26,2017-02-10 16:00
西屯,臺中市,62,懸浮微粒,普通,3,0.42,47,77,43,11,6.7,68,4,12.8,2.03,2017-02-10 16:00
沙鹿,臺中市,0,,,3.5,0.44,47,76,45,14,7.2,49,,14.13,.27,2017-02-10 16:00
宜蘭,宜蘭縣,60,懸浮微粒,普通,2.1,0.41,52,79,35,5.6,2.1,60,4,6.76,1.14,2017-02-10 16:00
忠明,臺中市,52,懸浮微粒,普通,,,36,57,26,,2.4,48,4,,,2017-02-10 16:00
松山,臺北市,0,,,3.1,0.46,54,78,44,12,3,47,,13.82,2,2017-02-10 16:00
板橋,新北市,62,懸浮微粒,普通,1.7,0.52,51,75,40,13,3.2,48,4,16.1,3.46,2017-02-10 16:00
林口,新北市,67,懸浮微粒,普通,2.1,0.41,54,88,54,9.3,4.9,52,5,11.95,2.63,2017-02-10 16:00
林園,高雄市,54,懸浮微粒,普通,6.1,0.46,53,53,17,17,2.3,280,2,19.42,2.02,2017-02-10 16:00
花蓮,花蓮縣,56,懸浮微粒,普通,1.6,0.5,37,72,36,12,1.3,66,3,13.72,1.38,2017-02-10 16:00
金門,金門縣,58,懸浮微粒,普通,3.1,0.43,52,74,51,7.6,3.8,97,5,8.65,1.01,2017-02-10 16:00
前金,高雄市,64,懸浮微粒,普通,6,0.63,50,77,52,22,2.3,309,6,24.71,2.3,2017-02-10 16:00
前鎮,高雄市,71,懸浮微粒,普通,5.3,0.62,42,96,56,28,1.4,295,7,30.55,2.27,2017-02-10 16:00
南投,南投縣,66,懸浮微粒,普通,3.1,0.55,36,90,45,24,2.7,305,5,28.09,4,2017-02-10 16:00
屏東,屏東縣,66,懸浮微粒,普通,5.8,0.71,45,90,67,30,2.1,292,7,31.66,1.99,2017-02-10 16:00
恆春,屏東縣,36,,良好,,,,,,,9.6,32,2,,,2017-02-10 16:00
美濃,高雄市,60,懸浮微粒,普通,3.1,0.57,54,74,46,13,1.3,297,5,14.27,1.73,2017-02-10 16:00
苗栗,苗栗縣,66,懸浮微粒,普通,3.4,0.52,48,92,46,16,4.2,56,4,18.64,2.97,2017-02-10 16:00
埔里,南投縣,46,,良好,,,,,,,2.4,285,3,,,2017-02-10 16:00
桃園,桃園市,58,懸浮微粒,普通,2.9,0.45,51,68,55,12,1.7,70,5,13.66,1.37,2017-02-10 16:00
馬公,澎湖縣,57,懸浮微粒,普通,1.5,0.35,58,68,38,2.9,8.5,94,3,3.57,.66,2017-02-10 16:00
馬祖,連江縣,56,懸浮微粒,普通,4.4,0.39,63,66,43,3.3,4.4,76,5,4.14,.89,2017-02-10 16:00
基隆,基隆市,53,懸浮微粒,普通,2.1,0.43,57,60,46,6.2,1.5,90,4,6.8,.56,2017-02-10 16:00
