TFDAP0001.00	穀類中二溴乙烷之檢驗	2010-04-27	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=2267&chk=C46A50BD-CE33-4366-83D4-D20A6FAFC128	
TFDAP0003.01	食品中殘留農藥檢驗之建議方法清單	2017-04-26	http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23293&t=s	
TFDAP0006.00	食品中殘留農藥檢驗方法－極性農藥及其代謝物多重殘留分析方法	2017-04-19	http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23237&t=s	
TFDAP0007.00	食品中殘留農藥檢驗方法－多重殘留分析方法(六)	2017-04-26	http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23294&t=s	
TFDAV0001.00	食品中動物用藥殘留量檢驗方法－乙型受體素類多重殘留分析(20品項)	2012-02-23	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5956&chk=E4F661F2-0A49-4F0B-9BE8-47326D5C5E32	
TFDAV0002.00	食品中動物用藥殘留量檢驗方法－抗生素及其代謝物多重殘留分析(二)	2013-06-20	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7935&chk=BBF5790C-07F3-4E5D-9D8E-8113A6EFA994	
TFDAV0004.00	食品中動物用藥殘留量檢驗方法－安保寧之檢驗	2015-05-18	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=13385&chk=26a33fb1-7632-4879-b868-3cb9ccac9662	
TFDAV0005.00	食品中動物用藥殘留量檢驗方法－丁香酚及三卡因甲磺酸之檢驗	2015-06-10	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=13474&chk=a0dd6cb5-3cf1-41df-a4fe-ed944d2092b7	
TFDAV0006.00	蜂蜜中動物用藥殘留量檢驗方法－硝基呋喃代謝物之檢驗	2016-04-14	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=18114&chk=98aff48e-4767-4cbc-bc7c-3b604a16659a	
TFDAH0001.00	食用油中無機砷之檢驗方法	2010-06-29	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=3055&chk=EB2035C2-7FD4-4726-9090-AD7E3C54D029	
TFDAH0002.02	水產品中無機砷之檢驗方法	2015-06-25	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=13509&chk=85ac5ed9-d89b-44c2-86d0-1b59751c7c04	
TFDAH0004.01	食品中六價鉻之檢驗方法	2016-09-01	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21762&chk=f763e61c-8875-446b-b95d-0b69247ea86f	
TFDAM0001.00	食品微生物之檢驗方法－沙波病毒之參考檢驗方法	2011-02-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4251&chk=7CC36896-0844-4A9A-A474-1E8F7D29D326	
TFDAM0002.00	食品微生物之檢驗方法－乳酸菌－嗜熱鏈球菌之檢驗	2012-11-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6946&chk=F58B8E7F-FB32-4F32-8DC6-ECF4AA343FE7	
TFDAM0003.00	食品微生物之檢驗方法－乳酸菌－糞腸球菌之檢驗	2012-11-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6947&chk=B6B27C85-FDAA-42C4-B7B0-EBE0B125860F	
TFDAM0004.00	食品微生物之檢驗方法－乳酸菌－雙叉乳酸桿菌之檢驗	2013-06-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7871&chk=A095DF9A-540C-42EB-9D9A-355F8D01D555	
TFDAM0005.00	食品微生物之檢驗方法－乳酸菌－短雙叉乳酸桿菌之檢驗	2013-06-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7872&chk=EB522A32-D0DA-42BA-980E-132BCA37CBDA	
TFDAM0006.00	食品微生物之檢驗方法－乳酸菌－乳酸雙叉乳酸桿菌之檢驗	2013-06-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7873&chk=E76E4C98-38BE-44C5-84BC-CCACD0103DC4	
TFDAM0007.00	食品微生物之檢驗方法－乳酸菌－長雙叉乳酸桿菌之檢驗	2013-06-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7874&chk=06D5EDE3-D47B-47D9-BD94-E3B1A026177D	
TFDAM0008.00	食品微生物之檢驗方法－嬰兒雙叉乳酸桿菌之檢驗	2015-03-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=11003&chk=8B822C4E-7438-4DF3-B38C-3471A953A34E	
TFDAM0009.00	食品微生物之檢驗方法－乳酸菌－唾液鏈球菌之檢驗	2015-03-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=11005&chk=8D181C09-5423-471C-A67A-44B08B09112D	
TFDAM0010.00	食品微生物之檢驗方法－乳酸菌－副乾酪乳酸桿菌之檢驗	2015-03-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=11004&chk=B2574AA2-DDBD-49B4-8E7F-071AF62A24C7	
TFDAM0011.00	食品微生物之檢驗方法－乳酸菌－短乳酸桿菌之檢驗	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14165&chk=8d11213e-36da-4865-be3f-926e0875420f	
TFDAM0012.00	食品微生物之檢驗方法－乳酸菌－發酵乳酸桿菌之檢驗	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14166&chk=2097ff0f-801b-4227-91ba-e573006aa380	
TFDAM0013.00	食品微生物之檢驗方法－乳酸菌－嗜酸乳酸桿菌之檢驗	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14167&chk=ab80b4bb-de4c-480c-9273-0c947c9c51c0	
TFDAF0001.01	食品中真菌成分檢驗方法－牛樟芝之檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21576&chk=fe4e3771-9be8-496a-9792-cbc141537eeb	
TFDAF0002.01	食品中真菌成分檢驗方法－冬蟲夏草之檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21577&chk=730d0adc-4f4b-4f32-b4f8-db8b24c0b7d2	
TFDAF0003.01	食品中真菌成分檢驗方法－蛹蟲草之檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21578&chk=1abc1498-4d27-4595-820e-57e251fd196d	
TFDAF0004.01	油脂中汙染動物性成分檢驗方法－豬、雞、牛、羊及魚之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21579&chk=88895197-7b6a-4e8f-b3e3-95264f6d3558	
TFDAF0005.01	食品中動物性成分檢驗方法-魴魚之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21580&chk=67190aa4-abed-423a-a054-95ecaa1ecf82	
TFDAF0006.01	食品中動物性成分檢驗方法-低眼巨鯰之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21581&chk=a343c413-5ab4-43c4-b10f-7efca4853e04	
TFDAF0007.01	食品中動物性成分檢驗方法－鮪屬魚類之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21582&chk=283d9e5a-9c29-4dc7-bf09-13c824d620ff	
TFDAF0008.01	食品中動物性成分檢驗方法－鉤吻鮭屬魚類之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21583&chk=a6e9c971-763a-41b5-9f34-61c35ba57e3f	
TFDAF0009.01	食品中動物性成分檢驗方法－大西洋鮭魚之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21584&chk=84893a5b-694c-4032-bd9d-8067076924be	
TFDAF0010.01	食品中動物性成分檢驗方法－麥奇鉤吻鮭之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21585&chk=c8c545f2-5566-4b93-8fd2-673fef1ba2a8	
TFDAF0011.01	食品中動物性成分檢驗方法－旗魚科魚類之定性檢驗	2016-07-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21586&chk=76834244-a3c7-4e09-afca-9a16f01845af	
TFDAF0012.00	食品中動物性成分檢驗方法－蝦之定性檢驗	2017-01-06	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mid=133&id=22389&t=s	
TFDAU0001.00	食品器具容器包裝中塑化劑材質試驗之檢驗	2012-10-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6844&chk=6A3968FF-047D-44D7-A73A-A9C2BB4C96D8	
TFDAU0002.00	免洗筷中聯苯及鄰苯基苯酚之檢驗方法	2013-09-03	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8134&chk=4CDCB87C-0B9C-4A41-8659-370870DF6578	
TFDAU0003.00	免洗筷中腐絕及依滅列之檢驗方法	2013-09-03	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8135&chk=40919F19-65C2-4922-8D55-F21E15AA4F07	
TFDAU0004.02	紙製餐具中殘留甲苯之檢驗方法【102年11月26日修正】	2013-11-26	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8097&chk=29EA1CB3-AF5A-4B5E-8990-4BDC1C459FA2	
TFDAU0005.01	塑膠類嬰兒奶瓶中雙酚A之檢驗方法	2017-01-06	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mid=133&id=22387&t=s	
TFDAA0001.00	食品中香豆素之參考檢驗方法	2010-07-05	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=3072&chk=80B58C3C-77F8-4F74-B2D9-5F1573AD45BF	
TFDAA0003.00	膠囊錠狀食品維生素礦物質檢驗方法彙整表	2011-01-27	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=3192&chk=EFA5C4BC-B5D9-4C50-9E96-1A7813274516	
TFDAA0004.00	口香糖中木糖醇之檢驗方法	2011-06-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5097&chk=3F351B8C-BB5D-42D8-8BDC-662E2BC3B190	
TFDAA0005.00	營養成分檢驗方法	2011-11-15	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5417&chk=11AC585E-92C2-4E22-B67F-1473D0F7BAFC	
TFDAA0006.00	食品中規定外煤焦色素之檢驗方法	2012-08-23	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6594&chk=AEC194A2-C1DF-4BA5-9354-B4508F4F42A7	
TFDAA0007.00	辣椒粉中鹼性橙及羅丹明B檢驗方法	2012-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6897&chk=05E968BC-BF17-4337-991D-353181B60A72	
TFDAA0008.02	食品中鄰苯二甲酸酯類塑化劑檢驗方法【102年3月25日第2次修正】	2013-03-25	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7479&chk=F458F933-1070-49A3-93D9-BDFC550571F8	
TFDAA0009.01	食品中甜味劑之檢驗方法	2016-10-13	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21887&chk=8711f437-e55c-4a60-909e-c5e9842aa8bd	
TFDAA0010.01	食品中順丁烯二酸與順丁烯二酸酐總量之檢驗方法【102年5月30日修正】	2013-05-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7817&chk=86AAC749-6AC9-4496-9D37-EFE4EFF24631	
TFDAA0011.00	食品中EDTA之建議檢驗方法	2013-06-04	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7855&chk=E81A7323-E7E2-4D16-91C4-EBC0B891FBFF	
TFDAA0012.01	食品中水溶性維生素之檢驗方法	2013-07-02	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7977&chk=D63453A3-093C-4897-A4F2-ED8CF01DE5E2	
TFDAA0013.00	食品中維生素A之檢驗方法	2013-10-01	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8187&chk=BFD81F3D-BB14-442B-AC42-C66C349B2941	
TFDAA0014.00	食品中維生素D之檢驗方法	2013-10-01	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8188&chk=BD1140F1-D11D-4C56-840F-94BA9CD11C5B	
TFDAA0015.00	食鹽中碘離子之檢驗方法	2013-10-09	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8214&chk=F23E25B4-63D2-4931-BA15-0D24673D538F	
TFDAA0016.01	食用油中銅葉綠素之鑑別方法	2013-12-25	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8556&chk=0AD14982-E8AD-474C-BED7-D359F3FAD1D5	
TFDAA0017.01	食品中銅葉綠素鈉之鑑別方法	2013-12-25	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8555&chk=45C3D372-06A4-4C1F-9F18-E6FD26F2B1A3	
TFDAA0018.00	食用油中Cu-pyropheophytin A之檢驗方法	2014-01-23	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8625&chk=72A44B71-6470-4F0C-B9B5-9E2257E8E959	
TFDAA0019.00	食鹽中碘酸根離子之檢驗方法	2014-04-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9131&chk=202F6761-EF14-48AA-9F3B-246B469AC5DE	
