Content,Area,MajorPollutant,AQI,ForecastDate,MinorPollutant,MinorPollutantAQI,PublishTime
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",澎湖,細懸浮微粒,100,2018-01-01,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",金門,細懸浮微粒,155,2018-01-01,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",馬祖,細懸浮微粒,155,2018-01-01,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",花東,,35,2018-01-03,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",花東,,35,2018-01-02,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",花東,,50,2018-01-01,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",宜蘭,,50,2018-01-03,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",宜蘭,,50,2018-01-02,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",宜蘭,,50,2018-01-01,,,2017-12-31 21:00
"1.依據今（31）日21時空品監測結果，馬祖、北部、竹苗、中部、雲嘉南及高屏達「紅色警示」，馬公、金門為「橘色提醒」。全國77站中「紅色警示」35站、「橘色提醒」30站。\r2.1月1日大陸冷氣團南下挾帶境外污染物影響減緩，空氣品質逐漸恢復正常。雲嘉南、高屏空品區、馬祖及金門為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。\r3.1月2日受大陸冷氣團減弱影響，中南部擴散條件仍不佳，高屏空品區為「紅色警示」，中部及雲嘉南空品區為「橘色提醒」，其他為良好至普通等級。\r4.1月3日大陸冷氣團稍減弱，中南部擴散條件仍不佳，高屏及雲嘉南空品區為「紅色警示」，中部空品區為「橘色提醒」，其他為良好至普通等級。",高屏,細懸浮微粒,155,2018-01-03,,,2017-12-31 21:00
