SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,52,懸浮微粒,普通,2.2,0.16,34,50,18,5.5,0.5,347,2,5.92,.42,2017-07-18 22:00
三重,新北市,50,,良好,5.2,2.37,,37,12,28,,,2,110.74,82.99,2017-07-18 22:00
三義,苗栗縣,36,,良好,1.8,0.19,25,32,24,5.6,0.4,153,2,6.59,.95,2017-07-18 22:00
土城,新北市,33,,良好,5.4,0.34,11,23,12,23,1.4,174,2,23.83,1.17,2017-07-18 22:00
士林,臺北市,29,,良好,2,0.31,15,24,13,10,1.3,286,2,11.65,1.42,2017-07-18 22:00
大同,臺北市,47,,良好,2.4,1.22,,42,14,19,,,1,33.97,14.71,2017-07-18 22:00
大里,臺中市,45,,良好,3.3,0.35,21,41,10,17,1.8,205,2,19.55,2.82,2017-07-18 22:00
大園,桃園市,28,,良好,4.1,0.13,24,19,7,7.9,1.9,261,2,8.73,.81,2017-07-18 22:00
大寮,高雄市,46,,良好,4,0.21,28,32,15,15,1.2,356,2,14.83,.08,2017-07-18 22:00
小港,高雄市,51,懸浮微粒,普通,3.3,0.43,26,44,16,22,2,58,2,21.19,-.5,2017-07-18 22:00
中山,臺北市,51,懸浮微粒,普通,3.7,0.75,9.8,33,12,21,0.7,53,2,32.25,11.54,2017-07-18 22:00
中壢,桃園市,37,,良好,3.7,1.9,7.7,47,10,25,1.1,182,2,68.44,43.44,2017-07-18 22:00
仁武,高雄市,50,,良好,11,0.61,19,53,27,26,1.4,56,3,32.69,6.45,2017-07-18 22:00
斗六,雲林縣,41,,良好,2.7,0.29,22,41,3,10,1.4,112,2,11.59,1.23,2017-07-18 22:00
冬山,宜蘭縣,36,,良好,2.7,0.15,15,31,14,5.7,1.2,242,2,7.19,1.53,2017-07-18 22:00
古亭,臺北市,38,,良好,3.6,0.42,14,26,16,18,2,258,2,20.45,2.14,2017-07-18 22:00
左營,高雄市,45,,良好,3.4,0.41,23,38,15,24,1.9,28,2,24.15,.42,2017-07-18 22:00
平鎮,桃園市,35,,良好,4.8,0.18,17,28,19,14,0.8,236,2,16.04,1.87,2017-07-18 22:00
永和,新北市,35,,良好,4.9,0.9,10,24,16,23,1.9,259,3,38.19,15.53,2017-07-18 22:00
安南,臺南市,39,,良好,1.7,0.34,23,18,5,12,1.1,92,2,13.33,1.65,2017-07-18 22:00
朴子,嘉義縣,48,,良好,1.7,0.31,24,33,7,15,1.5,98,2,15.8,.89,2017-07-18 22:00
汐止,新北市,44,,良好,4.8,0.32,14,50,18,18,2.6,248,2,20.1,2.28,2017-07-18 22:00
竹山,南投縣,26,,良好,0.8,0.21,20,26,10,5.9,0.5,224,2,6.54,.68,2017-07-18 22:00
竹東,新竹縣,39,,良好,1.6,0.27,14,36,19,8.5,2,129,3,9.17,.72,2017-07-18 22:00
西屯,臺中市,37,,良好,2.4,0.25,30,41,31,14,1.5,320,3,14.92,.87,2017-07-18 22:00
沙鹿,臺中市,28,,良好,2.2,0.21,34,23,11,8.5,1.2,341,2,9.57,1.08,2017-07-18 22:00
宜蘭,宜蘭縣,31,,良好,2.3,0.12,15,25,8,5.6,1.2,359,1,5.9,.3,2017-07-18 22:00
忠明,臺中市,33,,良好,2.3,0.28,24,35,17,17,1.8,322,2,17.83,1.17,2017-07-18 22:00
松山,臺北市,28,,良好,4.7,0.57,13,31,24,24,2.1,281,,32.67,8.72,2017-07-18 22:00
板橋,新北市,39,,良好,9.8,0.39,12,31,10,18,1.5,267,2,22.79,4.55,2017-07-18 22:00
林口,新北市,28,,良好,0.7,0.09,23,22,8,3.5,1.6,281,1,4.48,.97,2017-07-18 22:00
