彰誠發企業股份有限公司	嘉義縣溪口鄉本厝村本廳1號	GMP0973	手提式氧氣產生器	Y	2019-01-30	
彰誠發企業股份有限公司	嘉義縣溪口鄉本厝村本廳1號	GMP0973	手提式氧氣產生器	Y	2019-01-30	
香港商瑞健股份有限公司台灣分公司桃園廠	桃園市桃園區中泰里國聖二街136號	GMP0974	自動注射器	Y	2019-01-27	
香港商瑞健股份有限公司台灣分公司桃園廠	桃園市桃園區中泰里國聖二街136號	GMP0974	皮下單腔針	Y	2019-01-27	
萊鎂醫療器材股份有限公司	新竹縣竹北市新竹科學工業園區生醫路二段22號5樓	GMP0976	動力式抽吸幫浦	Y	2019-01-27	
萊鎂醫療器材股份有限公司	新竹縣竹北市新竹科學工業園區生醫路二段22號5樓	GMP0976	治療打鼾或阻塞型睡眠呼吸中止症之口內器材(負壓呼吸治療裝置)	Y	2019-01-27	
明基三豐醫療器材股份有限公司龜山廠	桃園縣龜山鄉山頂村山鶯路159號3樓	GMP0978	產科台及其附件	Y	2019-01-30	
明基三豐醫療器材股份有限公司龜山廠	桃園縣龜山鄉山頂村山鶯路159號3樓	GMP0978	電動外科手術檯及其附件	Y	2019-01-30	
明基三豐醫療器材股份有限公司龜山廠	桃園縣龜山鄉山頂村山鶯路159號3樓	GMP0978	手動式外科手術檯及其附件	Y	2019-01-30	
明基三豐醫療器材股份有限公司龜山廠	桃園縣龜山鄉山頂村山鶯路159號3樓	GMP0978	外科手術燈	Y	2019-01-30	
明基三豐醫療器材股份有限公司龜山廠	桃園縣龜山鄉山頂村山鶯路159號3樓	GMP0978	光纖維牙科用光源	Y	2019-01-30	
上寰科技有限公司	新北市新店區中正路560巷3號3樓	GMP0979	噴霧器	Y	2019-02-07	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	尿液二項測試條	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	尿液三項測試條	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	尿液三項(酮體)測試條	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	尿液十項測試條	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	心肌旋轉蛋白測試系統	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	肌酸激酶測試系統	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	嗎啡/甲基安非他命唾液測試系統	Y	2019-02-03	
聯華生技股份有限公司	臺南市新市區環東路一段31巷2號3樓及6號3樓	GMP0980	登革熱病毒血清試劑	Y	2019-02-03	
台灣先進手術醫療器材股份有限公司	新竹縣竹北市新竹科學工業園區生醫路二段12號3樓	GMP0981	一般手術用手動式器械(滅菌)	Y	2019-02-06	
台灣先進手術醫療器材股份有限公司	新竹縣竹北市新竹科學工業園區生醫路二段12號3樓	GMP0981	可拆除式皮膚縫合釘(滅菌)	Y	2019-02-06	
醫百科技股份有限公司	高雄市路竹區路科五路90 號2樓	GMP0982	神經系統立體定位用器械	Y	2019-02-06	
唐德工業股份有限公司	桃園市平鎮區湧豐里工業五路3號1樓	GMP0983	交替式壓力氣墊床	Y	2019-03-06	
明基材料股份有限公司桃園廠	桃園市龜山區建國東路29號、29號2樓、29號3樓、29號5樓及29號6樓(醫療器材製造區：29號2樓)	GMP0984	水性創傷與燒傷覆蓋材(滅菌)	Y	2017-12-11	
明基材料股份有限公司桃園廠	桃園市龜山區建國東路29號、29號2樓、3樓、5樓、6樓	GMP0984	水性創傷與燒傷覆蓋材(滅菌)	Y	2018-07-01	
明基材料股份有限公司桃園廠	桃園市龜山區建國東路29號、29號2樓、3樓、5樓、6樓	GMP0984	水性創傷與燒傷覆蓋材(滅菌)	Y	2018-07-01	
望隼科技股份有限公司	苗栗縣竹南鎮公義里友義路66號1樓	GMP0986	軟式隱形眼鏡	Y	2019-02-28	
光杏生物科技股份有限公司	桃園市中壢區內定二十街31巷23號1樓	GMP0987	蒸氣滅菌器	Y	2019-03-05	
