SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,56,懸浮微粒,普通,6.8,0.28,48,63,18,12,6,67,2,14.34,1.92,2017-02-12 16:00
三重,新北市,47,,良好,5.4,1.38,,48,9,42,,,1,118.84,77.29,2017-02-12 16:00
三義,苗栗縣,42,,良好,1.2,0.25,51,33,13,4.3,5,53,2,5.32,1.05,2017-02-12 16:00
土城,新北市,35,,良好,1.4,0.29,42,24,9,7.2,1.6,128,1,8.47,1.26,2017-02-12 16:00
士林,臺北市,37,,良好,1.3,0.19,45,19,13,5.8,3.4,112,1,7.36,1.6,2017-02-12 16:00
大同,臺北市,47,,良好,5.4,0.55,,46,7,28,,,1,46.99,18.7,2017-02-12 16:00
大里,臺中市,47,,良好,1.9,0.42,57,41,24,15,2.4,290,3,15.81,.82,2017-02-12 16:00
大園,桃園市,46,,良好,4.2,0.46,47,80,32,13,5.5,62,2,15.25,2.4,2017-02-12 16:00
大寮,高雄市,56,懸浮微粒,普通,4.4,0.52,58,86,36,18,2.9,298,3,20.32,1.86,2017-02-12 16:00
小港,高雄市,58,懸浮微粒,普通,9.4,0.46,51,67,39,21,2.4,299,5,23.03,1.74,2017-02-12 16:00
中山,臺北市,28,,良好,4.1,0.41,29,32,12,23,2.5,118,1,30.25,7.32,2017-02-12 16:00
中壢,桃園市,44,,良好,3.3,0.64,29,22,7,25,1.8,160,1,45.38,20.39,2017-02-12 16:00
仁武,高雄市,62,懸浮微粒,普通,4.2,0.49,55,78,58,17,2.2,317,6,19.13,1.85,2017-02-12 16:00
斗六,雲林縣,55,懸浮微粒,普通,4.7,0.39,61,52,36,11,2.6,13,4,12.11,.93,2017-02-12 16:00
冬山,宜蘭縣,36,,良好,2.6,0.2,43,32,1,3.2,1.6,223,1,3.79,.64,2017-02-12 16:00
古亭,臺北市,34,,良好,1.7,0.24,41,22,,11,3.3,94,,14.11,3.06,2017-02-12 16:00
左營,高雄市,61,懸浮微粒,普通,4.8,0.38,51,55,40,22,2.6,313,6,23.63,1.7,2017-02-12 16:00
平鎮,桃園市,39,,良好,1.5,0.25,46,40,7,7.3,5.2,61,2,9.79,2.51,2017-02-12 16:00
永和,新北市,36,,良好,1.9,0.31,44,21,9,8.4,2.8,91,1,10.89,2.49,2017-02-12 16:00
安南,臺南市,59,懸浮微粒,普通,3.7,0.31,50,61,23,11,2.4,316,3,12.3,1.62,2017-02-12 16:00
朴子,嘉義縣,68,懸浮微粒,普通,2.8,0.25,59,98,24,7.4,3.4,166,3,8.29,.87,2017-02-12 16:00
汐止,新北市,29,,良好,1.9,0.35,35,23,10,16,1.6,64,2,17.06,1.48,2017-02-12 16:00
竹山,南投縣,56,懸浮微粒,普通,3.5,0.34,67,62,44,8.5,2.1,292,5,8.71,.25,2017-02-12 16:00
竹東,新竹縣,32,,良好,1,0.22,39,27,3,3.8,4,57,1,5.34,1.57,2017-02-12 16:00
西屯,臺中市,52,懸浮微粒,普通,1.8,0.32,57,77,38,11,3.9,301,3,12.85,1.37,2017-02-12 16:00
沙鹿,臺中市,47,,良好,2.4,0.23,53,53,25,6,7.4,48,3,6.62,.57,2017-02-12 16:00
宜蘭,宜蘭縣,38,,良好,1.2,0.29,39,32,13,7.7,1.3,335,2,9.05,1.37,2017-02-12 16:00
忠明,臺中市,45,,良好,3.1,0.36,54,64,44,15,3.2,306,3,17.63,2.68,2017-02-12 16:00
松山,臺北市,28,,良好,1,0.29,34,21,8,18,2.1,80,2,20.58,2.79,2017-02-12 16:00
板橋,新北市,35,,良好,1.1,0.35,36,35,4,15,2.2,86,1,18.15,2.77,2017-02-12 16:00
林口,新北市,39,,良好,1.5,0.19,47,34,10,4.3,4.1,79,2,6.09,1.77,2017-02-12 16:00
林園,高雄市,51,臭氧,普通,7.4,0.35,62,34,10,18,3.1,279,1,19.65,1.43,2017-02-12 16:00
