綠燈	據美國食品暨藥物管理局及香港衛生署於5月27日發布新聞，呼籲民眾不要購買或服食名為「Xiadafil VIP」及「牛寶膠囊」產品乙事。	事件過程:◎美國食品暨藥物管理局及香港衛生署於5月27日發布新聞指稱：名為「Xiadafil VIP」之藥品（美國；8粒裝Lot #6K029，2粒裝Lot# 6K029-SEI），經檢出含「Hydroxyhomosildenafil」西藥成分；另外名為「牛寶膠囊」之藥品（香港），則經檢出含有「Sildenafil」西藥成分。以上兩種藥品之副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險之水平，因此呼籲民眾不要購買或者服用。◎衛生署表示，國內並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款所規定之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署已核准性功能障礙之藥品，全部列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師進行專業診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-06-03	
綠燈	據香港衛生署於6月4日發布新聞，呼籲民眾不要購買或服食名為「Natural (New 新一代)」及「Lasmi」的減肥產品乙事	事件過程:香港衛生署於6月4日發布新聞指稱，名為「Natural (New 新一代)」之減肥產品，經檢出含「Phenolphthalein」及「Sibutramine」西藥成分；另外名為「Lasmi」之減肥產品，則經檢出含「Spironolactone」及「Sibutramine」西藥成分乙事。◎「Phenolphthalein」是用作緩瀉劑，該成分因有動物致癌之報告，但無人體研究報告顯示有致癌性，惟考量目前臨床上有其他可選擇之藥品，衛生署已廢止含該成分之藥品許可證；「Spironolactone」是用作利尿、高血壓、原發性醛類脂醇過多症，其可能引致高鉀血症徵象、頭痛、疲憊和腸胃不適 ；「Sibutramine」，其副作用包括服用後可能會引起血壓上升及心跳加速等，因此呼籲民眾不要購買或者服用。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署已核准利尿、降血壓及減重之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極可能有嚴重不良反應。身體倘有不適或有醫療需求，應先行就醫，經醫師進行專業診斷後開給處方，再交由藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-06-12	
綠燈	據香港衛生署於6月11日發布新聞，呼籲民眾不要服用名為「Soloslim」的減肥產品乙事。	事件過程:◎香港衛生署於6月11日發布新聞指稱，由「修身堂健康纖體服務中心」中環分店內所發出，名為Soloslim」之減肥產品，經檢出含「西布曲明（Sibutramine）類似物」西藥成分乙事。◎「Sibutramine」的副作用包括服用後可能會引起血壓上升及心跳加速等，因此呼籲民眾不要購買或者服用。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署核准用於肥胖或體重過重病人藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極可能有嚴重不良反應。身體倘有不適或有醫療需求，應先行就醫，經醫師進行專業診斷後開給處方，再交由藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-06-16	
綠燈	據日本於6月11日發布警訊，呼籲民眾不要購買或者服用名為「九州神龍」、「超級蟻立神」、「蟻力神」等10種產品乙事。	事件過程:◎日本於6月11日發布警訊指稱，名為「九州神龍」、「超級蟻立神」、「蟻力神」、「蒙古金丹」、「蟻王」、「中華牛」、「LELE CAPSULES」之產品，經檢出含「Sildenafil」西藥成分；「福源春」之產品，經檢出含「Tadalafil」西藥成分；「LIPO6」之產品，經檢出含「Yohimbine」西藥成分；另外名為「Melatonin」之產品，則經檢出含「Melatonin」西藥成分，因此呼籲民眾不要購買或者服用乙事。◎「Sildenafil」及「Tadalafil」 的副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平；「Yohimbine」為衛生署公告禁用之成分，其副作用包括神經興奮、震顫、心跳上昇及血壓上昇等；另「Melatonin」則可能造成頭痛、頭暈、輕度震顫等副作用，孕婦、兒童及預備受孕之婦女則應避免服用◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署核准性功能障礙之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極可能有嚴重不良反應。身體倘有不適或有醫療需求，應先行就醫，經醫師進行專業診斷後開給處方，再交由藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-06-19	
綠燈	「Zhong Hua Niu Bian」等十種產品含偽禁藥成分－衛生署呼籲民眾不要購買及服用來源不明之藥品。	事件過程:◎汶萊衛生部於6月11日發布新聞指稱：三種馬來西亞製造之藥品分別：名為「Zhong Hua Niu Bian」之藥品，經檢出含「Sildenafil」、「Tadalafil」and「Sibutramine」等西藥成分；名為「Black Knight Liquid」之藥品，經檢出含「Sildenafil」西藥成分；另外名為「Malaysias Ching Du Wan 300mg capsules」之藥品，則經檢出含有「Chloramphenicol」and「Chlorpheniramine」等西藥成分；另外七種馬來西亞、美國或泰國製造之化粧品，分別名為「Astringen lanjutan」、「Skin desires deep whitening milk」、「Atika beauty skin lightening cream、deep skin white plus、sub whitening revitalising cream、sub instant white cream、and herbanites skin whitening (sensitive skin)」、「Crystal white night cream」、「Crystal white extra night cream」、「Skin Whitening Essence I and Skin Whitening Plus II」、「Golden Deer White Complex Cream」等七種化粧品，則經檢出含有「Hydroquinone」等西藥成分。◎「Sildenafil」and「Tadalafil」等西藥成分之副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險之水平。◎「Sibutramine」西藥成分之副作用包括服用後可能會引起血壓上升及心跳加速等。◎「Chloramphenicol」西藥成分之副作用包括服用後可能會導致噁心、嘔吐、腹瀉，在嚴重的情況下，甚至會產生再生不良性貧血症之血液疾病。◎「Chlorpheniramine」西藥成分之副作用包括服用後可能會導致頭暈、嗜睡、低血壓及缺乏協調性。◎「Hydroquinone」等西藥成分之副作用包括服用後可能會產生局部紅斑、刺痛、過敏性皮膚炎，因此呼籲民眾不要購買或者服用。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署已核准上述西藥成分之藥品，全部列屬醫師處方藥品，依藥事法第50條規定，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極可能有嚴重不良反應。身體倘有不適或有醫療需求，應先行就醫，經醫師進行專業診斷後開給處方，再交由藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:		2008-06-19	
綠燈	據香港衛生署於6月16日發布新聞，呼籲民眾不要購買或服食名為「新奇糖」的產品乙事	事件過程:香港衛生署於6月16日發布新聞，呼籲民眾不要購買或服食名為「新奇糖」的產品，該產品經檢出含有「aminotadalafil（為Tadalafil的類似物）」西藥成分乙事。◎「Tadalafil」其副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署核准性功能障礙之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師進行專業診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:		2008-06-20	
綠燈	據香港衛生署於6月19日發布新聞，呼籲民眾不要購買或服食名為「Beautiful」的產品乙事	事件過程:◎香港衛生署於6月17日發布新聞指稱，名為「Beautiful」（深啡色膠囊）之減肥產品，經檢出含「Phenolphthalein」及「Sibutramine」西藥成分，因此呼籲民眾不要購買或者服用乙事。◎「Phenolphthalein」是用作緩瀉劑，該成分因有動物致癌之報告，但無人體研究報告顯示有致癌性，惟考量目前臨床上有其他可選擇之藥品，衛生署已廢止含該成分之藥品許可證；「Sibutramine」其副作用包括服用後可能會引起血壓上升及心跳加速等。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署核准肥胖或體重過重病人之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師進行專業診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:		2008-06-20	
綠燈	據香港衛生署於6月20日發布新聞，呼籲民眾不要購買或服食名為「Slim 3in1消腩の寶」的產品乙事	事件過程:◎香港衛生署於6月20日發布新聞指稱，名為「Slim 3in1消腩の寶」的減肥產品，經檢出含「Phenolphthalein」及「Sibutramine」西藥成分，因此呼籲民眾不要購買或者服用乙事。◎「Phenolphthalein」是用作緩瀉劑，該成分因有動物致癌之報告，但無人體研究報告顯示有致癌性，惟考量目前臨床上有其他可選擇之藥品，衛生署已廢止含該成分之藥品許可證；「Sibutramine」其副作用包括服用後可能會引起血壓上升及心跳加速等。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署核准肥胖或體重過重病人之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師進行專業診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-06-24	
綠燈	據香港衛生署於6月18日發布新聞，呼籲民眾不要購買或服食名為「口服液（男性至寶）」及「溫養」的壯陽產品乙事	事件過程:◎香港衛生署於6月18日發布新聞，呼籲民眾不要購買或服食名為「口服液（男性至寶）」及「溫養」的壯陽產品，該等產品經檢出含有「Sildenafil」、「acetildenafil（為Sildenafil的類似物）」及「pseudovardenafil（為Vardenafil的類似物）」等西藥成分乙事。◎「Sildenafil」、「Vardenafil」之副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署核准性功能障礙之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師進行專業診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-06-27	
綠燈	據加拿大衛生部6月30日發布警訊，呼籲民眾不要購買或服食名為「3rd Generation In Homoeopathy Arthrit Indica Tablet」的產品乙事	事件過程:◎加拿大衛生部於6月30日發布警訊指稱，名為「3rd Generation In Homoeopathy Arthrit Indica Tablet」之產品，經檢出含「Nimesulide」西藥成分乙事。◎「Nimesulide」是用作急性疼痛之緩解，因有導致肝損傷之虞。◎衛生署表示，並未核准上述產品，倘有非法販售情形，核屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎目前衛生署已核准含「Nimesulide」成分之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署提醒民眾，藥品必須對症及適量使用才可治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師進行專業診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要購買來源不明之藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，同時亦鼓勵民眾協助監督檢舉非法，並設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉及諮詢。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。		2008-07-07	
