FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
T52A0708,元祖砂石有限公司,2017年第1季,0,公噸,2.605,公噸,0,公噸,0,公噸,完成申報
T5007535,利優勢股份有限公司屏東廠,2017年第1季,0,公噸,1.982,公噸,0,公噸,0,公噸,完成核算
T42A9706,開發工業股份有限公司屏東廠,2017年第1季,0,公噸,0,公噸,0,公噸,0.061,公噸,完成核算
S2902183,志成股份有限公司高雄廠,2017年第1季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2601396,環球水泥股份有限公司楠梓預拌混泥土廠,2017年第1季,0,公噸,0.751,公噸,0,公噸,0,公噸,完成申報
S2213912,光彌實業股份有限公司,2017年第1季,0,公噸,0.725,公噸,0,公噸,0,公噸,完成申報
S20A1820,石合實業股份有限公司,2017年第1季,0,公噸,0.661,公噸,0,公噸,0,公噸,完成核算
S1807321,石安水泥製品實業股份有限公司美濃廠,2017年第1季,0,公噸,2.014,公噸,0,公噸,0,公噸,完成申報
S1503220,中美水泥製品股份有限公司,2017年第1季,0,公噸,1.308,公噸,0,公噸,0,公噸,完成申報
R0600281,丁丁有限公司預拌混凝土廠,2017年第1季,0,公噸,11.321,公噸,0,公噸,0,公噸,完成核算
Q77A2431,志政塑膠股份有限公司水上廠,2017年第1季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q7195575,金豐盛開發有限公司新港廠,2017年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
Q6601092,新麗企業股份有限公司朴子廠,2017年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P6590046,松霖農產品有限公司,2017年第1季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
P62A0780,保證責任雲林縣元長家禽生產合作社,2017年第1季,0,公噸,0,公噸,0.001,公噸,0.075,公噸,完成核算
P62A0364,晉達食品有限公司,2017年第1季,0,公噸,0,公噸,0,公噸,0.006,公噸,完成核算
P54A0766,巨曜塑膠工業有限公司,2017年第1季,0.233,公噸,0,公噸,0,公噸,0,公噸,完成核算
P46B0175,巧新科技工業股份有限公司(H廠),2017年第1季,0.024,公噸,0,公噸,0,公噸,0,公噸,核算確認中
P46A0049,法寶國際有限公司,2017年第1季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
L95A1112,合盈光電科技股份有限公司,2017年第1季,0.084,公噸,0,公噸,0,公噸,0,公噸,完成核算
L8603467,喬麗實業有限公司,2017年第1季,0.069,公噸,0,公噸,0,公噸,0,公噸,完成申報
L02A1973,金佑興企業有限公司,2017年第1季,0,公噸,0.012,公噸,0,公噸,0,公噸,核算確認中
K72A4488,康普材料股份有限公司,2017年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
J61A0890,全民土石方加工處理廠,2017年第1季,0,公噸,1.149,公噸,0,公噸,0,公噸,完成申報
J59A3177,新能光電科技股份有限公司,2017年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
J55B8867,基亞疫苗生物製藥股份有限公司,2017年第1季,0,公噸,0,公噸,0,公噸,0.166,公噸,完成核算
H48B2451,科范電子有限公司,2017年第1季,0.089,公噸,0,公噸,0,公噸,0,公噸,完成核算
H48A4292,政雄橡膠工業股份有限公司,2017年第1季,0.083,公噸,0,公噸,0.247,公噸,0.171,公噸,完成核算
H4803356,承恩企業股份有限公司,2017年第1季,0,公噸,8.45,公噸,0,公噸,0,公噸,完成申報
H47B0995,正隆股份有限公司大園紙品二廠,2017年第1季,1.271,公噸,0,公噸,0,公噸,0,公噸,完成核算
H46B5188,順錩科技有限公司,2017年第1季,0.228,公噸,0,公噸,0,公噸,0,公噸,完成核算
H46A6723,亞橋企業股份有限公司一廠,2017年第1季,0,公噸,0,公噸,0.001,公噸,0.008,公噸,完成核算
H45B3890,全風風機股份有限公司,2017年第1季,0.054,公噸,0,公噸,0.107,公噸,0.072,公噸,完成核算
F05A7912,榮工實業股份有限公司新店工廠,2017年第1季,0,公噸,0.544,公噸,0,公噸,0,公噸,完成申報
E2901458,辰和科技藥業股份有限公司南科分公司,2017年第1季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
E20A2764,金倫旅館實業有限公司,2017年第1季,0,公噸,0,公噸,0.017,公噸,0.012,公噸,完成核算
E1700779,花鄉會館有限公司,2017年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
D1004975,立富鑫股份有限公司,2017年第1季,0,公噸,0.224,公噸,0,公噸,0,公噸,完成核算
B9201612,依聯工業股份有限公司,2017年第1季,0.031,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9101886,金佑興企業有限公司二廠,2017年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0405721,寵兒安樂園,2017年第1季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
T52A0708,元祖砂石有限公司,2016年第3季,0,公噸,1.578,公噸,0,公噸,0,公噸,完成申報
T52A0708,元祖砂石有限公司,2016年第4季,0,公噸,2.695,公噸,0,公噸,0,公噸,完成申報
T5007535,利優勢股份有限公司屏東廠,2016年第3季,0,公噸,1.617,公噸,0,公噸,0,公噸,完成核算
T5007535,利優勢股份有限公司屏東廠,2016年第4季,0,公噸,0.187,公噸,0,公噸,0,公噸,完成核算
S2902183,志成股份有限公司高雄廠,2016年第1季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2902183,志成股份有限公司高雄廠,2016年第3季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2902183,志成股份有限公司高雄廠,2016年第4季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2902183,志成股份有限公司高雄廠,2016年第2季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2213912,光彌實業股份有限公司,2016年第4季,0,公噸,1.27,公噸,0,公噸,0,公噸,完成核算
S2213912,光彌實業股份有限公司,2016年第3季,0,公噸,0.771,公噸,0,公噸,0,公噸,完成核算
S2201083,美西製藥有限公司,2016年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
S2201083,美西製藥有限公司,2016年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
S2201083,美西製藥有限公司,2016年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
S2201083,美西製藥有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
S18A0066,海翔砂石有限公司,2016年第1季,0,公噸,3.747,公噸,0,公噸,0,公噸,完成季登錄確認
S18A0066,海翔砂石有限公司,2016年第2季,0,公噸,4.708,公噸,0,公噸,0,公噸,完成季登錄確認
Q77A2431,志政塑膠股份有限公司水上廠,2016年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q77A2431,志政塑膠股份有限公司水上廠,2016年第1季,0.016,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q77A2431,志政塑膠股份有限公司水上廠,2016年第4季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q77A2431,志政塑膠股份有限公司水上廠,2016年第3季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q6900081,任建企業股份有限公司,2016年第3季,0,公噸,2.352,公噸,0,公噸,0,公噸,完成申報
Q6601092,新麗企業股份有限公司朴子廠,2016年第3季,0.068,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q6601092,新麗企業股份有限公司朴子廠,2016年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q6601092,新麗企業股份有限公司朴子廠,2016年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
