001	財團法人食品工業發展研究所(檢驗技術研發及服務中心)	30062新竹市東區食品路331號	(03) 5223191	http://www.firdi.org.tw/2/2-1.htm	105.05.17	水分、粗灰分、粗脂肪、粗蛋白、粗纖維、著色劑、咖啡因、酸度、酸價、皂化價、過氧化價、碘價、糖度、維生素A、B1、B2、B12、E、葉酸、過氧化氫、二氧化硫(食品)、二氧化硫(免洗筷)、沙門氏桿菌、仙人掌桿菌、單核球增多性李斯特菌、乙型受體素類、脂肪酸、順丁烯二酸、防腐劑、腸炎弧菌、金黃色葡萄球菌、乳品中李斯特菌、阪崎腸桿菌、動物性成分-定性篩選、硝基呋喃代謝物、飲料類重金屬(砷、鉛、銅、錫、銻)、蛋類重金屬(鉛、銅)、包裝飲用水重金屬(砷、鉛、銅、汞、鋅、鎘)、礦物質(鈣、磷、鐵、鋅、鈉、鉀、鎂)、生菌數、大腸桿菌群、大腸桿菌、乳酸菌、黴菌及酵母菌、氯黴素類、四環黴素類、甲基汞、食米重金屬(汞)、苯駢芘、二甲基黃及二乙基黃、黃麴毒素M1、殘留農藥(二)、(五)、赭麴毒素A、塑化劑、食米重金屬(鉛、鎘)、水產動物類重金屬(鉛、鎘)、孔雀綠及其代謝產物、動物用藥-多重殘留分析(二)、糖類、黃麴毒素	衛生福利部105年05月17日部授食字第1051102731號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=54312&chk=36875dc3-2352-4e8a-9ed9-6f7e3ee6e34e	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=18940&chk=3d7ffdea-8ed1-4fc3-9b6c-abaf2bb7e18a	
002	台灣檢驗科技股份有限公司 (食品實驗室-台北)	24886新北市五股區新北產業園區五工路125號	(02) 2299-3279	http://www.tw.sgs.com/zh_tw/home_tw_v2?	106.01.24	水分、粗灰分、粗脂肪、甲基汞、重金屬(以Pb計)、乙型受體素類、二氧化硫(食品)、抗氧化劑、三聚氰胺、三聚氰酸、咖啡因、塑化劑、橘黴素、赭麴毒素A、棒麴毒素、卡巴得及其代謝物、抗原蟲劑、動物用藥-多重殘留分析(二)、殘留農藥(二)、氯黴素類、孔雀綠及其代謝物、硝基呋喃代謝物、丙酸、亞硝酸鹽、四環黴素類、硼酸及其鹽類、過氧化氫(食品)、防腐劑、甜味劑、順丁烯二酸、3-單氯丙二醇、水產動物類重金屬(鉛、鎘)、b-內醯胺類抗生素、生菌數、大腸桿菌群、大腸桿菌、金黃色葡萄球菌、黴菌及酵母菌、仙人掌桿菌、沙門氏桿菌、食品中磷酸鹽、抗生素及其代謝物、銅葉綠素、游離棉籽酚、戴奧辛及多氯聯苯(乳品類、魚貝類、油脂類、蛋類、肉類)、包裝飲用水重金屬(鉛、鎘、汞、砷、銅、鋅)、粗蛋白、離子型抗球蟲劑、殘留農藥(五)、礦物質(鈉)、二甲基黃及二乙基黃、食用菇類重金屬(鉛、鎘)、食米重金屬(汞)、黃麴毒素M1、玉米赤黴毒素、果糖酸、脫氧雪腐鐮刀菌烯醇及其乙醯衍生物、Avermectins類抗生素、胺基醣苷類抗生素(一)、(二)、苯駢芘、蛋類重金屬(鉛、銅)、飲料類重金屬(砷、鉛、銅、錫、銻)、水產動物類重金屬(汞、銅)、蔬果類重金屬(鉛、鎘)、無機砷(水產品)、甲醛(二)、黃麴毒素、食米中重金屬(鉛、鎘)、抗氧化劑、溴酸鹽	衛生福利部106年01月24日衛授食字第1061100488號	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=62195	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=5933	
003	全國公證檢驗股份有限公司(化學與微生物實驗室)	11492台北市內湖區瑞光路423號8樓	(02)6602-2888	http://www.intertek-twn.com/big5/news/index_news.asp?page_id=7&project_code=0	105.11.30	水分、粗灰分、粗脂肪、粗蛋白、二氧化硫(食品)、糖類(蔗糖、果糖、半乳糖、乳糖、葡萄糖、麥芽糖)、果糖酸、礦物質(鈣、銅、鐵、鎂、錳、磷、鉀、鈉、鋅)、橘黴素、棒麴毒素、維生素C、甜味劑、乙型受體素類、孔雀綠及其代謝產物、塑化劑、著色劑、防腐劑、抗氧化劑、三聚氰胺及三聚氰酸、壬基苯酚及壬基苯酚聚乙氧基醇、溴酸鹽、過氧化氫(食品)、過氧化氫(免洗筷)、硝基呋喃代謝物、丙酸、殘留農藥(二)、二氧化硫(免洗筷)、硼酸及其鹽類、生菌數、大腸桿菌、大腸桿菌群、金黃色葡萄球菌、沙門氏桿菌、仙人掌桿菌、腸炎弧菌、黴菌及酵母菌、單核球增多性李斯特菌、李斯特菌(乳品)、阪崎腸桿菌、溶出試驗(鉛、鎘、砷、鋅、銻、鍺)、溶出試驗(雙酚A)、溶出試驗(以Pb計)、耐熱試驗(包材)、著色劑(包材)、螢光增白劑(包材)、溶出試驗(高錳酸鉀消耗量、甲基丙烯酸甲酯單體、酚、氯仿可溶物、蒸發殘渣、氯甲代環氧丙烷單體、氯乙烯單體、總乳酸、己內醯胺單體、甲醛)、砷之檢驗(以As2O3計)、材質鑑別、材質試驗(二丁錫化物、鉛、鎘、氯乙烯單體、聚偏二氯乙烯單體、2-巰基咪唑啉、鋇)、包裝飲用水重金屬(鉛、鎘、銅、鋅、砷、汞)、食用油脂中重金屬(砷、鉛、銅、汞)、水產動物類中重金屬(鉛、鎘)、甲基汞(二)、包裝飲用水中糞便性鏈球菌、包裝飲用水中綠膿桿菌、順丁烯二酸、溶出試驗(三聚氰胺)、3-單氯丙二醇、銅葉綠素、食品中脂肪酸、材質試驗(苯乙烯、甲苯、乙苯、正丙苯、異丙苯)、溶出試驗(DBP、DEHP、BBP、DEHA、DINP、DIDP)、食品中磷酸鹽、殘留農藥-(五)、氯黴素類、赭麴毒素A、蔬果類重金屬(鉛、鎘)、飲料類重金屬(鉛、砷、銅、錫、銻)、二甲基黃及二乙基黃、四環黴素類、b-內醯胺類抗生素、材質試驗(2-巯基咪唑啉、鉛、鎘)-哺乳器具除外橡膠類、溶出試驗(酚)-哺乳器具除外橡膠類、溶出試驗(甲基丙烯酸甲酯單體)-聚甲基丙烯酸甲酯塑膠類、材質試驗(鉛、鎘)-甲基丙烯酸甲酯塑膠類、材質試驗(鉛、鎘)-聚醯胺(尼龍)塑膠類、溶出試驗(己內醯胺單體)-聚醯胺(尼龍)塑膠類、志賀氏桿菌、溶出試驗(鋅、酚)-哺乳器具橡膠類、材質試驗(鉛、鎘)-聚乙烯塑膠類、聚丙烯塑膠類、聚甲基戊烯塑膠類、溶出試驗(鉛)-玻璃、陶瓷器、施琺瑯、甲醛(二)、黃麴毒素、食品添加物檢驗規格-重金屬檢查法、食品添加物檢驗規格-鉛檢查法、食品添加物檢驗規格-砷檢查法、玉米赤黴毒素、玉米及其製品中伏馬毒素B1和B2、脫氧雪腐鐮刀菌烯醇及其乙醯衍生物、材質試驗(鉛、鎘)-聚對苯二甲酸乙二酯、材質試驗(鉛、鎘)-聚乳酸、材質試驗(鉛、鎘)-聚苯砜樹酯塑膠類嬰兒奶瓶、材質試驗(鉛、鎘)-聚碳酸酯、材質試驗(鉛、鎘)-聚醚砜樹酯塑膠類嬰兒奶瓶、溶出試驗(甲醛)-未以塑膠淋膜紙類製品、溶出試驗(銻、鍺)-聚對苯二甲酸乙二酯)、塑膠類嬰兒奶瓶雙酚A、塑膠類食品容器-塑化劑、咖啡因、包裝飲用水大腸桿菌群	衛生福利部105年11月30日部授食字第1051106641號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=60392&chk=395d10b9-12e9-4626-a770-9c113e544a70	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=5722	
004	財團法人台北市瑠公農業產銷基金會(農業檢驗中心)	23141新北市新店區民權路50號4樓	(02) 2915-8703	http://www.liukung.org.tw/index7t.asp	106.01.24	殘留農藥(五)、殘留農藥(二)、黃麴毒素	衛生福利部106年01月24日衛授食字第1061100496號	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=62194	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=5723	
005	台美檢驗科技有限公司(檢驗中心)	24889新北市新莊區五股工業區五工五路21號	(02) 2298-1370	http://www.superlab.com.tw/	105.07.29	水分、粗灰分、粗脂肪、粗蛋白、礦物質-鈉、揮發性鹽基態氮、兒茶素、丙酸、糖類、Monacolin K、亞硝酸鹽、黴菌及酵母菌、單核球增多性李斯特菌、耶辛尼氏腸炎桿菌、阪崎腸桿菌、霍亂弧菌、志賀氏桿菌、產氣莢膜桿菌、氣單胞菌、大腸桿菌O157：H7、棒麴毒素、橘黴素、三聚氰胺及三聚氰酸、過氧化氫、防腐劑、維生素 E、著色劑、硼酸及其鹽類、生菌數、大腸桿菌群、仙人掌桿菌、腸炎弧菌、乳酸菌、過氧化氫(免洗筷)、二氧化硫(免洗筷)、維生素C、植物性成分-芒果、花生、動物性成分-金絲燕、冬蟲夏草、蛹蟲草、牛樟芝、乙型受體素類、大腸桿菌、沙門氏桿菌、乳品中李斯特菌、乳酸雙叉乳酸桿菌、長雙叉乳酸桿菌、短雙叉乳酸桿菌、雙叉乳酸桿菌、植物性成分-洋蔥、蔥、蒜、韭、蕎、赭麴毒素 A、氯黴素類、二甲基黃及二乙基黃、包裝飲用水中大腸桿菌群、綠膿桿菌、糞便性鏈球菌、動物性成分-定性篩選、牛、豬、雞、羊、水產動物類重金屬(鉛、鎘)、食品添加物之砷規格檢驗、食品添加物之鉛規格檢驗、食品添加物之重金屬規格檢驗、曲狀桿菌、金黃色葡萄球菌、食品中脂肪酸、二氧化硫(食品)、甲醛(二)、黃麴毒素、殘留農藥(二)、殘留農藥(五)	衛生福利部105年07月29日部授食字第1051104226A號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=56672&chk=077fba65-c234-4e39-adc9-07f1e3259d5f	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=22512&chk=0a1f44ca-8523-4978-bfe4-ab299e7850f1	
006	味全食品工業股份有限公司(中央研究所 分析檢驗中心)	22102新北市汐止區新台五路一段98號15樓	(02) 2696-7969	http://www.arch-world.com.tw/Company/19415.html	105.11.30	灰分、水分、固形物、蛋白質、維生素C、酸度、粗脂肪、羥甲胺基氮	衛生福利部105年11月30日部授食字第1051106139號	http://172.16.0.45/upload/133/2013112715471337031.pdf	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=27071&chk=1f46f468-7334-482c-b0e4-892ce49600ac	
007	台灣檢驗科技股份有限公司(超微量工業安全實驗室)	24886新北市五股工業區五工路136-1號	(02) 2299-3279	http://www.tw.sgs.com/zh_tw/home_tw_v2?	105.11.30	食用油脂中重金屬-砷、鉛、銅、汞、錫、Monacolin K、正己烷、難消化性糊精、食品摻西藥成分定性(214)	衛生福利部105年11月30日部授食字第1051106653號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=60390&chk=bd055116-8080-4b5f-9873-3564f3542228	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=5932	
008	暐凱國際檢驗科技股份有限公司(食品安全檢驗中心)	114台北市內湖區內湖路1段120巷15弄28號	(02) 8751-1232	http://www.fsii.com.tw/	105.11.07	孔雀綠及其代謝物、硼酸及其鹽類、過氧化氫、沙門氏桿菌、單核球增多性李斯特菌、大腸桿菌O157：H7、乙型受體素類、食用菇類重金屬(鉛、鎘)、順丁烯二酸、腸炎弧菌、黴菌及酵母菌、硝基呋喃代謝物、生菌數、大腸桿菌、大腸桿菌群、仙人掌桿菌、二甲基黃及二乙基黃、金黃色葡萄球菌、食品添加物檢驗規格-重金屬檢查法、食品添加物檢驗規格-鉛檢查法、食品添加物檢驗規格-砷檢查法、水產動物類重金屬(鉛、鎘)、食米重金屬(鉛、鎘、汞)、甲醛(二)、過氧化價、酸價、總極性物質、水分、粗灰分、粗脂肪、粗蛋白、防腐劑、二氧化硫(食品)、著色劑、諾羅病毒、動物性成分-豬、雞、牛、單核球增多性李斯特菌、亞硝酸鹽、乳品中李斯特菌、三聚氰胺	衛生福利部105年11月07日部授食字第1051106148號	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=59467	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=391	
010	財團法人中央畜產會(技術服務中心)	90049屏東縣屏東市工業五路2號	(08) 723-0341	http://service-center.naif.org.tw/skel.htm	105.07.29	生菌數、大腸桿菌群、仙人掌桿菌、病原性大腸桿菌、黴菌及酵母菌、腸炎弧菌、大腸桿菌(O157:H7)、乳酸菌、霍亂弧菌、阪崎腸桿菌、產氣莢膜桿菌、動物性成分-定性篩選、動物性成分-豬、羊、雞、火雞、鴕鳥、牛、植物性成分-蔥、蒜、洋蔥、韭、蕎、抗生物質、水分、粗灰分、乳脂肪、粗脂肪、粗蛋白、澱粉、膽固醇、水解胺基酸、磷酸鹽、游離脂肪酸、水分活性測定、過氧化價、孔雀綠及其代謝物、乙型受體素類、硝基呋喃代謝物、橘黴素、動物用藥-多重殘留分析(二)、四環黴素類、亞硝酸鹽、過氧化氫、防腐劑、卡巴得及其代謝物、抗原蟲劑、b-內醯胺類抗生素、殘留農藥(二)、水產動物類中重金屬(鉛、鎘)、甲基汞、抗生素及其代謝物、兒茶素、魚油中EPA、DHA、Monacolin K、離子型抗球蟲藥、包裝飲用水中大腸桿菌群、大腸桿菌、沙門氏桿菌、乳品李斯特菌、單核球增多性李斯特菌、包裝飲用水中糞便性鏈球菌、包裝飲用水中綠膿桿菌、氯黴素類、殘留農藥(五)、二甲基黃及二乙基黃、甜味劑、食品中脂肪酸、金黃色葡萄球菌、曲狀桿菌、黃麴毒素	衛生福利部105年07月29日部授食字第1051104223A號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=56670&chk=a52fbe2a-53f0-426e-9964-649d8d233a72	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=22514&chk=7229fbba-e91f-4691-b600-fd093a0ff58e	
012	國立成功大學環境微量毒物研究中心(超微量物質分析實驗室)	70403台南市勝利路138號	(06) 235-3535	http://rcetts.rsh.ncku.edu.tw/bin/home.php	105.09.14	戴奧辛(肉類、乳品類、蛋類、魚貝類、油脂類、蔬菜類)、多氯聯苯(肉類、乳品類、蛋類、魚貝類、油脂類、蔬菜類)、非戴奧辛類多氯聯苯(39品項)(肉類、乳品類、蛋類、魚貝類、油脂類、蔬菜類)	衛生福利部105年09月14日部授食字第1051105159號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=57328&chk=f55de814-3026-4698-a205-35b1a53289c4	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=57341&chk=54cc5e91-cd5f-419d-9965-23d06728a83b	
013	仲禹工程顧問股份有限公司(環境暨超微量分析實驗室)	40850台中市南屯區工業24路32號4樓	(04) 2350-1158	http://www.worthies.com.tw/service_dioxin.htm	103.11.21	戴奧辛(乳品類、肉類、魚貝類、蛋類、油脂類)、多氯聯苯(乳品類、肉類、魚貝類、蛋類、油脂類)	衛生福利部103年11月21日部授食字第1031105858號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=32919&chk=5f21ebf2-e226-4b7d-bfed-654be021ff3d	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=32949&chk=8617546d-8eec-49ca-9cba-10e5fd96f871	
