FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
Z6603001,馬祖酒廠實業股份有限公司(東引酒廠),2017年第2季,1.259,公噸,0,公噸,0.001,公噸,0.073,公噸,完成核算
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2017年第2季,0.008,公噸,0.728,公噸,0.463,公噸,35.203,公噸,完成核算
Z6503042,台灣電力股份有限公司馬祖區營業處-西莒電廠,2017年第2季,0.002,公噸,0.309,公噸,0.1,公噸,10.329,公噸,完成核算
Z6303328,台灣電力(股)公司協和發電廠馬祖珠山分廠-珠山機組,2017年第2季,0.002,公噸,2.832,公噸,14.059,公噸,172.122,公噸,完成核算
Z6303006,馬祖酒廠實業股份有限公司,2017年第2季,2.515,公噸,0,公噸,0.001,公噸,0.13,公噸,完成核算
Z6300023,台灣電力(股)公司協和發電廠馬祖珠山分廠-南竿機組,2017年第2季,0.006,公噸,0.867,公噸,0.355,公噸,77.883,公噸,完成核算
X0901036,台灣電力股份有限公司澎湖區營業處七美發電廠,2017年第2季,0.026,公噸,0.55,公噸,0.084,公噸,18.956,公噸,完成核算
X0801031,台灣電力股份有限公司澎湖區營業處望安發電廠,2017年第2季,0.024,公噸,0.29,公噸,0.073,公噸,20.094,公噸,完成核算
X0704126,共合造船廠,2017年第2季,0.445,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0704117,金泉泰造船廠,2017年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0695248,新東和造船廠,2017年第2季,0.17,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0604130,國福造船廠,2017年第2季,0.127,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0504493,新珊洗衣店,2017年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0504233,豪信預拌混凝土有限公司林投廠,2017年第2季,0.007,公噸,0,公噸,0.116,公噸,0.125,公噸,完成核算
X0504180,台灣中油股份有限公司油品行銷事業部嘉義營業處馬公行銷服務中心,2017年第2季,2.455,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0504082,泰永企業行瀝青混凝土廠,2017年第2季,0.036,公噸,0.881,公噸,0.083,公噸,0.073,公噸,完成核算
X0501527,空軍馬公基地勤務隊,2017年第2季,0,公噸,0,公噸,0,公噸,0.01,公噸,完成核算
X0501447,法務部矯正署澎湖監獄,2017年第2季,0.001,公噸,0,公噸,0.001,公噸,0.007,公噸,完成核算
X0501241,柄森企業有限公司湖西廠,2017年第2季,0,公噸,3.87,公噸,0,公噸,0,公噸,完成核算
X0501232,臺灣電力股份有限公司尖山發電廠,2017年第2季,0.014,公噸,7.251,公噸,161.292,公噸,281.488,公噸,完成核算
X04A2871,權耀工程有限公司,2017年第2季,0.028,公噸,0.75,公噸,0.054,公噸,0.051,公噸,完成核算
X04A1477,展豐保麗龍廠,2017年第2季,0.005,公噸,0,公噸,0.456,公噸,0.316,公噸,完成核算
X04A0726,光美洗衣店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0677,富勝造船廠,2017年第2季,0.17,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0667,重光洗衣店,2017年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0627,明清洗衣店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0617,顏遜造船所,2017年第2季,0.041,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0607,宏興造船廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0598,麗衣坊洗衣店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0588,快而潔洗衣店大仁店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0578,快而潔洗衣店民生店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0558,進泉企業行,2017年第2季,0.507,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0548,芳鄰洗衣店,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0439,華信洗衣店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0429,全統洗衣店,2017年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0201,藍木商行,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0172,有志商會印刷廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X04A0162,富國印刷廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0405824,三軍總醫院澎湖分院附設民眾診療服務處,2017年第2季,0.001,公噸,0,公噸,0,公噸,0.046,公噸,完成核算
X0405735,新來來租賃行,2017年第2季,0,公噸,0,公噸,0.01,公噸,0.007,公噸,完成核算
X0405655,嘉華大飯店有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0.006,公噸,完成核算
X0405575,衛生福利部澎湖老人之家,2017年第2季,0.001,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
X0405128,和順企業行,2017年第2季,0.018,公噸,0,公噸,0.057,公噸,0.053,公噸,完成核算
X0405093,皓仁預拌企業有限公司,2017年第2季,0,公噸,1.222,公噸,0,公噸,0,公噸,完成核算
X0402341,豪信預拌混凝土有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402243,興周造船廠,2017年第2季,0.035,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402038,澎興造船廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402010,昇億船舶工業股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402001,行政院農業委員會水產試驗所澎湖海洋生物研究中心馬公試驗場,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0401906,中鼎豆類食品工廠,2017年第2季,0,公噸,0,公噸,0.094,公噸,0.065,公噸,完成核算
X0401862,寰一實業有限公司,2017年第2季,0,公噸,0,公噸,0.239,公噸,0.166,公噸,完成核算
X0401728,佳期企業股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0.012,公噸,完成核算
X0401719,勝國大飯店股份有限公司,2017年第2季,0,公噸,0,公噸,0.072,公噸,0.05,公噸,完成核算
X0401657,澎湖縣馬公市中興國民小學,2017年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
X0401639,澎湖縣馬公市中正國民小學,2017年第2季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
X0401586,台灣電力股份有限公司澎湖區營業處虎井發電廠,2017年第2季,0.006,公噸,0,公噸,0.002,公噸,6.729,公噸,完成核算
X0401577,華勇預拌混凝土有限公司,2017年第2季,0,公噸,1.622,公噸,0,公噸,0,公噸,完成核算
X0401559,龍峰預拌混凝土有限公司,2017年第2季,0,公噸,2.514,公噸,0,公噸,0,公噸,完成核算
X0400132,寶華大飯店股份有限公司,2017年第2季,0,公噸,0,公噸,0.001,公噸,0.007,公噸,完成核算
X0400061,郁洲瀝青工業有限公司,2017年第2季,0.003,公噸,0.237,公噸,0.013,公噸,0.009,公噸,完成核算
W0804065,華邦企業社,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0803559,台灣電力股份有限公司塔山發電廠麒麟分廠,2017年第2季,0.009,公噸,0.513,公噸,0.168,公噸,30.841,公噸,完成核算
W0803264,開利汽車保養廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0803255,發福車行,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0803059,發美營造有限公司,2017年第2季,0.008,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0605446,明興汽車行,2017年第2季,0.022,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603693,東林汽車修護保養廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603675,金門遠東酒廠股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603666,振弘,2017年第2季,0.008,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603540,金門縣殯葬管理所,2017年第2季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0600021,金門酒廠實業股份有限公司金寧廠,2017年第2季,69.26,公噸,0.248,公噸,0.128,公噸,4.492,公噸,完成核算
W0505245,信源汽車,2017年第2季,0.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0505236,穎哲企業社,2017年第2季,0.006,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0504775,台灣電力股份有限公司塔山發電廠,2017年第2季,0.084,公噸,7.35,公噸,75.202,公噸,793.618,公噸,完成核算
W0503858,信華洗衣店,2017年第2季,0.2,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503849,譽都汽車有限公司,2017年第2季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503821,海濱乾洗中心,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503803,永升汽車有限公司,2017年第2季,0.006,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503796,全進汽車股份有限公司,2017年第2季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503787,快潔洗衣店,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0500053,浯江大飯店股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0.022,公噸,完成核算
W0500026,金門宏玻陶瓷股份有限公司,2017年第2季,0.083,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0500017,金門酒廠實業股份有限公司金城廠,2017年第2季,26.66,公噸,0.204,公噸,0.088,公噸,2.478,公噸,完成核算
W0406407,金門華龍酒廠股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0405571,金門浯江酒廠實業股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0405035,堡鋒實業有限公司,2017年第2季,0.089,公噸,0,公噸,0.012,公噸,0.022,公噸,完成核算
W0404930,台灣電力股份有限公司塔山發電廠夏興分廠,2017年第2季,0.107,公噸,1.027,公噸,0.323,公噸,61.796,公噸,完成核算
W0404912,金三榮工程股份有限公司土石方資源堆置處理場,2017年第2季,0,公噸,0.23,公噸,0,公噸,0,公噸,完成核算
W0404725,雨宙實業股份有限公司,2017年第2季,0.06,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0404627,金門皇家酒廠股份有限公司,2017年第2季,3.807,公噸,0.153,公噸,0.02,公噸,0.201,公噸,完成核算
W0403960,逢春車行,2017年第2季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403951,輝煌汽車行,2017年第2季,0.057,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403933,金門大順酒廠股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403915,伸倫汽車材料行,2017年第2季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403899,金門縣金門日報社,2017年第2季,0.384,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403666,台灣中油公司油品行銷事業部高雄營業處金馬行銷中心,2017年第2季,1.291,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403611,酒鄉股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403577,金門縣動植物防疫所,2017年第2季,0.009,公噸,0,公噸,0.052,公噸,0.079,公噸,完成核算
W0400156,金三榮工程股份有限公司太湖廠,2017年第2季,0.025,公噸,2.593,公噸,0.171,公噸,0.101,公噸,完成核算
W0400049,和發水泥瀝青預拌廠,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0400021,金門縣陶瓷廠,2017年第2季,0.006,公噸,0,公噸,0,公噸,0,公噸,完成核算
V9000010,臺灣電力股份有限公司台東區營業處蘭嶼發電廠,2017年第2季,0.029,公噸,0.97,公噸,0.149,公噸,27.475,公噸,完成核算
V8903021,東宏行正興廠,2017年第2季,0,公噸,0.996,公噸,0,公噸,0,公噸,完成核算
V8803491,根基營造股份有限公司-台9線南迴公路安朔至草埔段C1橋梁標(0K+000~6K+300)新建工程,2017年第2季,0,公噸,1.897,公噸,0,公噸,0,公噸,完成核算
V8803393,互助營造股份有限公司-「台9線南迴公路安朔至草埔段C2隧道標(6k+300-11K+006)新建工程,2017年第2季,0,公噸,2.995,公噸,0,公噸,0,公噸,完成核算
V8703629,弘大開發企業股份有限公司,2017年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V8703076,東山砂石股份有限公司,2017年第2季,0,公噸,0.537,公噸,0,公噸,0,公噸,完成核算
V8500020,臺灣電力股份有限公司台東區營業處綠島發電廠,2017年第2季,0.028,公噸,0.978,公噸,0.161,公噸,30.088,公噸,完成核算
V8403115,嘉美洗衣店,2017年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
