FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
X0501296,泰永企業行瀝青混凝土廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
X0501296,泰永企業行瀝青混凝土廠,2015年第4季,0,公噸,0.074,公噸,0,公噸,0,公噸,完成季登錄確認
X0501296,泰永企業行瀝青混凝土廠,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
X0501296,泰永企業行瀝青混凝土廠,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
U95A3875,閎羽有限公司,2015年第4季,0,公噸,0,公噸,0.135,公噸,0.094,公噸,完成核算
U95A3875,閎羽有限公司,2015年第3季,0,公噸,0,公噸,0.034,公噸,0.024,公噸,完成核算
T5700997,惠華飼料有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T5700997,惠華飼料有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T5700997,惠華飼料有限公司,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T5700997,惠華飼料有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T42A4904,秉均國際股份有限公司,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T42A4904,秉均國際股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q77A2203,承慶企業有限公司,2015年第2季,0.251,公噸,0.768,公噸,0.29,公噸,0.459,公噸,完成核算
Q77A2203,承慶企業有限公司,2015年第1季,0.562,公噸,1.454,公噸,0.618,公噸,0.977,公噸,完成核算
Q77A2203,承慶企業有限公司,2015年第4季,0.568,公噸,1.131,公噸,0.58,公噸,0.89,公噸,完成核算
Q77A2203,承慶企業有限公司,2015年第3季,0.585,公噸,1.529,公噸,0.532,公噸,0.967,公噸,完成核算
Q7003705,上玄橡膠股份有限公司,2015年第2季,0.21,公噸,0,公噸,0.428,公噸,0.297,公噸,完成核算
Q7003705,上玄橡膠股份有限公司,2015年第1季,0.21,公噸,0,公噸,0.503,公噸,0.349,公噸,完成核算
Q7003705,上玄橡膠股份有限公司,2015年第4季,0.21,公噸,0,公噸,0.513,公噸,0.356,公噸,完成核算
Q7003705,上玄橡膠股份有限公司,2015年第3季,0.21,公噸,0,公噸,0.428,公噸,0.297,公噸,完成核算
P6590251,金鼎企業社,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P6590251,金鼎企業社,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P6590251,金鼎企業社,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P6590251,金鼎企業社,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P46A2847,泓實工業股份有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P46A2847,泓實工業股份有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P46A2847,泓實工業股份有限公司,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
P46A2847,泓實工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
L9503439,竣昇(股)公司二廠,2015年第2季,0,公噸,0,公噸,0.003,公噸,0.044,公噸,完成核算
L9503439,竣昇(股)公司二廠,2015年第1季,0,公噸,0,公噸,0.003,公噸,0.04,公噸,完成核算
L9503439,竣昇(股)公司二廠,2015年第4季,0,公噸,0,公噸,0.002,公噸,0.031,公噸,完成核算
L9503439,竣昇(股)公司二廠,2015年第3季,0,公噸,0,公噸,0.003,公噸,0.038,公噸,完成核算
H42A6248,上登實業有限公司,2015年第4季,0,公噸,0,公噸,0,公噸,0.014,公噸,完成申報
E3200558,高立熱處理工業股份有限公司,2015年第4季,0,公噸,0.098,公噸,0,公噸,0,公噸,完成年申報審查
E3200558,高立熱處理工業股份有限公司,2015年第3季,0,公噸,0.086,公噸,0,公噸,0,公噸,完成年申報審查
E3200558,高立熱處理工業股份有限公司,2015年第2季,0,公噸,0.121,公噸,0,公噸,0,公噸,完成年申報審查
E3200558,高立熱處理工業股份有限公司,2015年第1季,0,公噸,0.116,公噸,0,公噸,0,公噸,完成年申報審查
X0501296,泰永企業行瀝青混凝土廠,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
X0501296,泰永企業行瀝青混凝土廠,2014年第4季,0,公噸,0.08,公噸,0,公噸,0,公噸,完成年申報審查
X0501296,泰永企業行瀝青混凝土廠,2014年第3季,0,公噸,1.02,公噸,0,公噸,0,公噸,完成年申報審查
X0501296,泰永企業行瀝青混凝土廠,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
T5700997,惠華飼料有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T5700997,惠華飼料有限公司,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T5700997,惠華飼料有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
T5700997,惠華飼料有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q77A2203,承慶企業有限公司,2014年第2季,0.759,公噸,1.716,公噸,0.964,公噸,1.277,公噸,完成核算
Q77A2203,承慶企業有限公司,2014年第1季,0.424,公噸,1.033,公噸,0.532,公噸,0.704,公噸,完成核算
Q77A2203,承慶企業有限公司,2014年第4季,0.92,公噸,2.492,公噸,0.959,公噸,1.516,公噸,完成核算
Q77A2203,承慶企業有限公司,2014年第3季,0.983,公噸,2.211,公噸,1.144,公噸,1.606,公噸,完成核算
Q7003705,上玄橡膠股份有限公司,2014年第2季,0,公噸,0,公噸,0.513,公噸,0.356,公噸,完成核算
Q7003705,上玄橡膠股份有限公司,2014年第1季,0.299,公噸,0,公噸,0.256,公噸,0.178,公噸,完成核算
