講習類別,講習開始日期,講習結束日期,講習時數,參加對象,招收人數,講習縣市,報名方式,講習地點,報名類別,報名開始日期,報名結束日期,報名地點,承辦單位,承辦人,連絡電話,承辦人Email,核備單位,核備文號,核備日期,備註說明,會員講習費用,非會員講習費用,課程名稱,時數,講師姓名,上課時間
"持證廚師","1050715","1050715","8","持證廚師繼續教育","132","臺南市","請洽辦理單位","臺南市六甲國小活動中心會議室","依期間","1070701","1070714","新北市中和區中正路866之11號11樓","財團法人慈寶安全衛生環境科學暨社會福利基金會","蕭增寶","02-32344482","chefortw@gamil.com","臺南市衛生局","南市衛食藥字第1050106101號","1050705","請於開課前至本會報名或以繳費收據及基本資料傳真至本會來電確認劃位。課程資訊請上http：//www.chef.org.tw下載報名表","0","0","A型肝炎及諾羅病毒預防","2","吳許得","0830"
"持證廚師","1050715","1050715","8","持證廚師繼續教育","132","臺南市","請洽辦理單位","臺南市六甲國小活動中心會議室","依期間","1070701","1070714","新北市中和區中正路866之11號11樓","財團法人慈寶安全衛生環境科學暨社會福利基金會","蕭增寶","02-32344482","chefortw@gamil.com","臺南市衛生局","南市衛食藥字第1050106101號","1050705","請於開課前至本會報名或以繳費收據及基本資料傳真至本會來電確認劃位。課程資訊請上http：//www.chef.org.tw下載報名表","0","0","我國食品相關認證與食品覆歷","2","黃健政","1500"
"持證廚師","1050715","1050715","8","持證廚師繼續教育","132","臺南市","請洽辦理單位","臺南市六甲國小活動中心會議室","依期間","1070701","1070714","新北市中和區中正路866之11號11樓","財團法人慈寶安全衛生環境科學暨社會福利基金會","蕭增寶","02-32344482","chefortw@gamil.com","臺南市衛生局","南市衛食藥字第1050106101號","1050705","請於開課前至本會報名或以繳費收據及基本資料傳真至本會來電確認劃位。課程資訊請上http：//www.chef.org.tw下載報名表","0","0","食物製備與貯存及食材驗收與源頭管理","2","黃健政","1300"
"持證廚師","1050715","1050715","8","持證廚師繼續教育","132","臺南市","請洽辦理單位","臺南市六甲國小活動中心會議室","依期間","1070701","1070714","新北市中和區中正路866之11號11樓","財團法人慈寶安全衛生環境科學暨社會福利基金會","蕭增寶","02-32344482","chefortw@gamil.com","臺南市衛生局","南市衛食藥字第1050106101號","1050705","請於開課前至本會報名或以繳費收據及基本資料傳真至本會來電確認劃位。課程資訊請上http：//www.chef.org.tw下載報名表","0","0","個人衛生與敬業精神","2","吳許得","1030"
"持證廚師","1061026","1061026","8","持證廚師繼續教育","120","桃園市","請洽辦理單位","桃園勞工育樂中心","即日起","1060103","1060930","桃園市春日路241號4樓","桃園市餐飲業職業工會","游寶淑","03-3324814","k439@ms39.hinet.net","桃園市衛生局","桃衛食管字第1060001097","1060106","","300","600","5S運動與餐飲衛生","2","張淑燕",""
"持證廚師","1061026","1061026","8","持證廚師繼續教育","120","桃園市","請洽辦理單位","桃園勞工育樂中心","即日起","1060103","1060930","桃園市春日路241號4樓","桃園市餐飲業職業工會","游寶淑","03-3324814","k439@ms39.hinet.net","桃園市衛生局","桃衛食管字第1060001097","1060106","","300","600","基因改造食品相關法規認知","2","廖成文",""
"持證廚師","1061026","1061026","8","持證廚師繼續教育","120","桃園市","請洽辦理單位","桃園勞工育樂中心","即日起","1060103","1060930","桃園市春日路241號4樓","桃園市餐飲業職業工會","游寶淑","03-3324814","k439@ms39.hinet.net","桃園市衛生局","桃衛食管字第1060001097","1060106","","300","600","廚師應有的營養常識","2","王惠予",""
"持證廚師","1061026","1061026","8","持證廚師繼續教育","120","桃園市","請洽辦理單位","桃園勞工育樂中心","即日起","1060103","1060930","桃園市春日路241號4樓","桃園市餐飲業職業工會","游寶淑","03-3324814","k439@ms39.hinet.net","桃園市衛生局","桃衛食管字第1060001097","1060106","","300","600","器具清洗與消毒","2","張淑燕",""
"持證廚師","1061116","1061116","8","持證廚師繼續教育","120","桃園市","請洽辦理單位","桃園勞工育樂中心","即日起","1060307","1060930","桃園市春日路241號4樓","桃園市餐飲業職業工會","游寶淑","03-3324814","k439@ms39.hinet.net","桃園市衛生局","桃衛食管字第1060001097號","1060106","","300","600","5S運動與餐飲衛生","2","張淑燕",""
"持證廚師","1061116","1061116","8","持證廚師繼續教育","120","桃園市","請洽辦理單位","桃園勞工育樂中心","即日起","1060307","1060930","桃園市春日路241號4樓","桃園市餐飲業職業工會","游寶淑","03-3324814","k439@ms39.hinet.net","桃園市衛生局","桃衛食管字第1060001097號","1060106","","300","600","基因改造食品相關法規認知","2","廖成文",""
